date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:37	264662/264662	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:33%20GMT	https://www.capanicus.com/web-application-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/web-application-development.html	(from https://www.capanicus.com/)
09:14:38	257278/257278	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:33%20GMT	https://www.capanicus.com/smartphone-application-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/smartphone-application-development.html	(from https://www.capanicus.com/)
09:14:39	263220/263220	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:34%20GMT	https://www.capanicus.com/support.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/support.html	(from https://www.capanicus.com/)
09:14:39	53199/53199	---M--	200	added ('OK')	image/svg+xml	etag:%22cfcf-5ddc95c240b29%22	https://www.capanicus.com/images/cap-logo.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/cap-logo.png	(from https://www.capanicus.com/)
09:14:39	258242/258242	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:35%20GMT	https://www.capanicus.com/ivr-solution.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/ivr-solution.html	(from https://www.capanicus.com/)
09:14:41	276025/276025	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:37%20GMT	https://www.capanicus.com/devops-services.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/devops-services.html	(from https://www.capanicus.com/)
09:14:42	305598/305598	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:37%20GMT	https://www.capanicus.com/blockchain-application-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blockchain-application-development.html	(from https://www.capanicus.com/)
09:14:42	274111/274111	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:38%20GMT	https://www.capanicus.com/AI-ML-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/AI-ML-development.html	(from https://www.capanicus.com/)
09:14:43	257210/257210	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:39%20GMT	https://www.capanicus.com/internet-of-things-iot.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/internet-of-things-iot.html	(from https://www.capanicus.com/)
09:14:44	268480/268480	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:39%20GMT	https://www.capanicus.com/dedicated-development-team.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/dedicated-development-team.html	(from https://www.capanicus.com/)
09:14:44	261212/261212	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:40%20GMT	https://www.capanicus.com/pbx-callcenter-softwares.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/pbx-callcenter-softwares.html	(from https://www.capanicus.com/)
09:14:45	259908/259908	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:40%20GMT	https://www.capanicus.com/mobile-dialer-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/mobile-dialer-development.html	(from https://www.capanicus.com/)
09:14:45	268805/268805	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:41%20GMT	https://www.capanicus.com/elearning-platform-app-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/elearning-platform-app-development.html	(from https://www.capanicus.com/)
09:14:46	270985/270985	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:42%20GMT	https://www.capanicus.com/video-conferencing-app-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/video-conferencing-app-development.html	(from https://www.capanicus.com/)
09:14:46	264967/264967	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:42%20GMT	https://www.capanicus.com/video-streaming-broadcasting-app-development.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/video-streaming-broadcasting-app-development.html	(from https://www.capanicus.com/)
09:14:47	271223/271223	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:43%20GMT	https://www.capanicus.com/telemedicine-platform-app.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/telemedicine-platform-app.html	(from https://www.capanicus.com/)
09:14:48	266755/266755	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:43%20GMT	https://www.capanicus.com/industries.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/industries.html	(from https://www.capanicus.com/)
09:14:48	280320/280320	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:44%20GMT	https://www.capanicus.com/about-us.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/about-us.html	(from https://www.capanicus.com/)
09:14:49	267045/267045	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:44%20GMT	https://www.capanicus.com/careers.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/careers.html	(from https://www.capanicus.com/)
09:14:49	14770/14770	---M--	200	added ('OK')	image/jpeg	etag:%2239b2-5fe89f981f932%22	https://www.capanicus.com/images/webdevlopment.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/webdevlopment.jpg	(from https://www.capanicus.com/)
09:14:49	260621/260621	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:45%20GMT	https://www.capanicus.com/our-work.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/our-work.html	(from https://www.capanicus.com/)
09:14:50	12666/12666	---M--	200	added ('OK')	image/jpeg	etag:%22317a-5fe89f98237b1%22	https://www.capanicus.com/images/SmartphoneApplications.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/SmartphoneApplications.jpg	(from https://www.capanicus.com/)
09:14:50	15004/15004	---M--	200	added ('OK')	image/jpeg	etag:%223a9c-5fe89f996f82b%22	https://www.capanicus.com/images/DedicatedResource.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/DedicatedResource.jpg	(from https://www.capanicus.com/)
09:14:50	11492/11492	---M--	200	added ('OK')	image/jpeg	etag:%222ce4-5fe89f997176b%22	https://www.capanicus.com/images/expertise.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/expertise.jpg	(from https://www.capanicus.com/)
09:14:51	28657/28657	---M--	200	added ('OK')	image/jpeg	etag:%226ff1-5fe89efe886fb%22	https://www.capanicus.com/images/industries.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/industries.jpg	(from https://www.capanicus.com/)
09:14:51	14003/14003	---M--	200	added ('OK')	image/jpeg	etag:%2236b3-5fe8a1629feb7%22	https://www.capanicus.com/images/about-us.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/about-us.jpg	(from https://www.capanicus.com/)
09:14:51	13456/13456	---M--	200	added ('OK')	image/jpeg	etag:%223490-5fe8a16249019%22	https://www.capanicus.com/images/career.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/career.jpg	(from https://www.capanicus.com/)
09:14:52	7858/7858	---M--	200	added ('OK')	image/jpeg	etag:%221eb2-5fe8a16151eff%22	https://www.capanicus.com/images/work.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/work.jpg	(from https://www.capanicus.com/)
09:14:52	36067/36067	---M--	200	added ('OK')	image/jpeg	etag:%228ce3-5fe8a160feee0%22	https://www.capanicus.com/images/company.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/company.jpg	(from https://www.capanicus.com/)
09:14:53	24398/24398	---M--	200	added ('OK')	image/svg+xml	etag:%225f4e-5d9c38415f9b4%22	https://www.capanicus.com/images/ info@naysaadigital.com.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/ info@naysaadigital.com.svg	(from https://www.capanicus.com/)
09:14:53	215894/215894	---M--	200	added ('OK')	image/png	etag:%2234b56-600c0b9badb1c%22	https://www.capanicus.com/images/slide2.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/slide2.png	(from https://www.capanicus.com/)
09:14:54	42941/42941	---M--	200	added ('OK')	image/svg+xml	etag:%22a7bd-5d9c389767e9a%22	https://www.capanicus.com/images/voip-2.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/voip-2.svg	(from https://www.capanicus.com/)
09:14:54	28103/28103	---M--	200	added ('OK')	image/svg+xml	etag:%226dc7-5d9c3898b4eb3%22	https://www.capanicus.com/images/web-development-1.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/web-development-1.svg	(from https://www.capanicus.com/)
09:14:54	219411/219411	---M--	200	added ('OK')	image/png	etag:%2235913-600c0b9c143b9%22	https://www.capanicus.com/images/slide3.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/slide3.png	(from https://www.capanicus.com/)
09:14:55	66397/66397	---M--	200	added ('OK')	image/svg+xml	etag:%221035d-5d9c382da3df9%22	https://www.capanicus.com/images/graphic-designer-1.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/graphic-designer-1.svg	(from https://www.capanicus.com/)
09:14:56	24469/24469	---M--	200	added ('OK')	image/svg+xml	etag:%225f95-5d9c386fd9fc5%22	https://www.capanicus.com/images/server-ico-img.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/server-ico-img.svg	(from https://www.capanicus.com/)
09:14:56	263716/263716	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:44:51%20GMT	https://www.capanicus.com/web-solution.php	C:/My%20Web%20Sites/dailzer/www.capanicus.com/web-solution.html	(from https://www.capanicus.com/)
09:14:56	31417/31417	---M--	200	added ('OK')	image/svg+xml	etag:%227ab9-5d9c3832dad3e%22	https://www.capanicus.com/images/ivr-1.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/ivr-1.svg	(from https://www.capanicus.com/)
09:14:56	81105/81105	---M--	200	added ('OK')	image/svg+xml	etag:%2213cd1-5d9c3893c540c%22	https://www.capanicus.com/images/user-interface-1.svg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/user-interface-1.svg	(from https://www.capanicus.com/)
09:14:57	102778/102778	---M--	200	added ('OK')	image/png	etag:%221917a-5dac9f46c13d5%22	https://www.capanicus.com/images/video-conference-1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/video-conference-1.png	(from https://www.capanicus.com/)
09:14:57	65760/65760	---M--	200	added ('OK')	image/png	etag:%22100e0-5dac9f454655d%22	https://www.capanicus.com/images/mobile-dailer-1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/mobile-dailer-1.png	(from https://www.capanicus.com/)
09:14:57	60817/60817	---M--	200	added ('OK')	image/png	etag:%22ed91-5dac9f455307d%22	https://www.capanicus.com/images/video-streaming-1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/video-streaming-1.png	(from https://www.capanicus.com/)
09:14:58	79235/79235	---M--	200	added ('OK')	image/png	etag:%2213583-5de16c6ca2ab3%22	https://www.capanicus.com/images/serve-img.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/serve-img.png	(from https://www.capanicus.com/)
09:14:58	6188/6188	---M--	200	added ('OK')	image/png	etag:%22182c-5daca1656d537%22	https://www.capanicus.com/images/Industries/serve-img6.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img6.png	(from https://www.capanicus.com/)
09:14:58	6418/6418	---M--	200	added ('OK')	image/png	etag:%221912-5daca16194f4b%22	https://www.capanicus.com/images/Industries/serve-img3.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img3.png	(from https://www.capanicus.com/)
09:14:58	6035/6035	---M--	200	added ('OK')	image/png	etag:%221793-5daca1642439e%22	https://www.capanicus.com/images/Industries/serve-img7.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img7.png	(from https://www.capanicus.com/)
09:14:59	6370/6370	---M--	200	added ('OK')	image/png	etag:%2218e2-5daca162dc1a4%22	https://www.capanicus.com/images/Industries/serve-img9.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img9.png	(from https://www.capanicus.com/)
09:14:59	31511/31511	---M--	200	added ('OK')	image/png	etag:%227b17-5fec9ceb0fd12%22	https://www.capanicus.com/images/Industries/serve-img-ecommerce.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img-ecommerce.png	(from https://www.capanicus.com/)
09:14:59	5733/5733	---M--	200	added ('OK')	image/png	etag:%221665-5daca162db204%22	https://www.capanicus.com/images/Industries/serve-img1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img1.png	(from https://www.capanicus.com/)
09:15:00	32104/32104	---M--	200	added ('OK')	image/png	etag:%227d68-5fec9ce729c5f%22	https://www.capanicus.com/images/Industries/serve-img-on-demand.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img-on-demand.png	(from https://www.capanicus.com/)
09:15:00	5873/5873	---M--	200	added ('OK')	image/png	etag:%2216f1-5daca1619300b%22	https://www.capanicus.com/images/Industries/serve-img2.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img2.png	(from https://www.capanicus.com/)
09:15:00	31766/31766	---M--	200	added ('OK')	image/png	etag:%227c16-5fec9ce94d9f8%22	https://www.capanicus.com/images/Industries/serve-img-logistics.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Industries/serve-img-logistics.png	(from https://www.capanicus.com/)
09:15:01	641/641	---M--	200	added ('OK')	image/png	etag:%22281-5daf13e52473f%22	https://www.capanicus.com/images/technology/angular.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/angular.png	(from https://www.capanicus.com/)
09:15:01	819/819	---M--	200	added ('OK')	image/png	etag:%22333-5daf13d3fdda1%22	https://www.capanicus.com/images/technology/react.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/react.png	(from https://www.capanicus.com/)
09:15:01	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-5daf13d2dbd08%22	https://www.capanicus.com/images/technology/vue.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/vue.png	(from https://www.capanicus.com/)
09:15:02	855/855	---M--	200	added ('OK')	image/png	etag:%22357-5daf13db4fdd7%22	https://www.capanicus.com/images/technology/html.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/html.png	(from https://www.capanicus.com/)
09:15:02	517/517	---M--	200	added ('OK')	image/png	etag:%22205-5daf13df0dde2%22	https://www.capanicus.com/images/technology/bootstrap.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/bootstrap.png	(from https://www.capanicus.com/)
09:15:02	882/882	---M--	200	added ('OK')	image/png	etag:%22372-5daf13dcfe86e%22	https://www.capanicus.com/images/technology/css.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/css.png	(from https://www.capanicus.com/)
09:15:03	719/719	---M--	200	added ('OK')	image/png	etag:%222cf-5daf13d2e0b28%22	https://www.capanicus.com/images/technology/wordpress.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/wordpress.png	(from https://www.capanicus.com/)
09:15:03	575/575	---M--	200	added ('OK')	image/png	etag:%2223f-5daf13d9a51c1%22	https://www.capanicus.com/images/technology/js.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/js.png	(from https://www.capanicus.com/)
09:15:03	769/769	---M--	200	added ('OK')	image/png	etag:%22301-5daf13d9233a4%22	https://www.capanicus.com/images/technology/Laravel.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/Laravel.png	(from https://www.capanicus.com/)
09:15:04	730/730	---M--	200	added ('OK')	image/png	etag:%222da-5daf13d640f34%22	https://www.capanicus.com/images/technology/php.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/php.png	(from https://www.capanicus.com/)
09:15:04	802/802	---M--	200	added ('OK')	image/png	etag:%22322-5daf13d6f7910%22	https://www.capanicus.com/images/technology/node_js.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/node_js.png	(from https://www.capanicus.com/)
09:15:04	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-5daf13dd7b86b%22	https://www.capanicus.com/images/technology/Codeigniter.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/Codeigniter.png	(from https://www.capanicus.com/)
09:15:05	797/797	---M--	200	added ('OK')	image/png	etag:%2231d-5daf13d51bfbb%22	https://www.capanicus.com/images/technology/Python.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/Python.png	(from https://www.capanicus.com/)
09:15:05	1065/1065	---M--	200	added ('OK')	image/png	etag:%22429-5daf13e254baf%22	https://www.capanicus.com/images/technology/asp_net.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/asp_net.png	(from https://www.capanicus.com/)
09:15:05	632/632	---M--	200	added ('OK')	image/png	etag:%22278-5daf13dbe3534%22	https://www.capanicus.com/images/technology/Flutter.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/Flutter.png	(from https://www.capanicus.com/)
09:15:06	2419/2419	---M--	200	added ('OK')	image/png	etag:%22973-5daf13e5ab37c%22	https://www.capanicus.com/images/technology/android.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/android.png	(from https://www.capanicus.com/)
09:15:06	798/798	---M--	200	added ('OK')	image/png	etag:%2231e-5daf13e48f0a2%22	https://www.capanicus.com/images/technology/app1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/app1.png	(from https://www.capanicus.com/)
09:15:07	753/753	---M--	200	added ('OK')	image/png	etag:%222f1-5daf13d76108e%22	https://www.capanicus.com/images/technology/My_SQL.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/My_SQL.png	(from https://www.capanicus.com/)
09:15:07	972/972	---M--	200	added ('OK')	image/png	etag:%223cc-5daf13d5e42d6%22	https://www.capanicus.com/images/technology/PostgreSQL.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/PostgreSQL.png	(from https://www.capanicus.com/)
09:15:07	1032/1032	---M--	200	added ('OK')	image/png	etag:%22408-5daf13d809faa%22	https://www.capanicus.com/images/technology/MS_SQL.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/MS_SQL.png	(from https://www.capanicus.com/)
09:15:08	512/512	---M--	200	added ('OK')	image/png	etag:%22200-5daf13d8811e7%22	https://www.capanicus.com/images/technology/MongoDB.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/MongoDB.png	(from https://www.capanicus.com/)
09:15:08	7716/7716	---M--	200	added ('OK')	image/png	etag:%221e24-5daf13e185b34%22	https://www.capanicus.com/images/technology/aws-1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/aws-1.png	(from https://www.capanicus.com/)
09:15:08	4954/4954	---M--	200	added ('OK')	image/png	etag:%22135a-5daf13e0a3239%22	https://www.capanicus.com/images/technology/aws-2.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/aws-2.png	(from https://www.capanicus.com/)
09:15:08	6545/6545	---M--	200	added ('OK')	image/png	etag:%221991-5daf13e0417bb%22	https://www.capanicus.com/images/technology/aws-3.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/technology/aws-3.png	(from https://www.capanicus.com/)
09:15:09	27837/27837	---M--	200	added ('OK')	image/png	etag:%226cbd-5dac9e9d46c07%22	https://www.capanicus.com/images/review-post/trycall.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/review-post/trycall.png	(from https://www.capanicus.com/)
09:15:10	31439/31439	---M--	200	added ('OK')	image/png	etag:%227acf-5dac9e9d4ba27%22	https://www.capanicus.com/images/review-post/myajaran.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/review-post/myajaran.png	(from https://www.capanicus.com/)
09:15:11	30913/30913	---M--	200	added ('OK')	image/png	etag:%2278c1-5dac9e9e8af80%22	https://www.capanicus.com/images/review-post/goidd.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/review-post/goidd.png	(from https://www.capanicus.com/)
09:15:11	33086/33086	---M--	200	added ('OK')	image/png	etag:%22813e-5dac9e9e851c0%22	https://www.capanicus.com/images/review-post/kasper.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/review-post/kasper.png	(from https://www.capanicus.com/)
09:15:11	66361/66361	---M--	200	added ('OK')	image/png	etag:%2210339-5df7e7a797843%22	https://www.capanicus.com/images/client-logos/1.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/client-logos/1.png	(from https://www.capanicus.com/)
09:15:12	93051/93051	---M--	200	added ('OK')	image/jpeg	etag:%2216b7b-60ef6622cc372%22	https://www.capanicus.com/blog/wp-content/uploads/2024/01/Cap-Blog-23.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/wp-content/uploads/2024/01/Cap-Blog-23.jpg	(from https://www.capanicus.com/)
09:15:12	75680/75680	---M--	200	added ('OK')	image/jpeg	etag:%22127a0-60e6de1ac61d9%22	https://www.capanicus.com/blog/wp-content/uploads/2024/01/E-Learning-blog.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/wp-content/uploads/2024/01/E-Learning-blog.jpg	(from https://www.capanicus.com/)
09:15:12	98085/98085	---M--	200	added ('OK')	image/jpeg	etag:%2217f25-60d8b64202036%22	https://www.capanicus.com/blog/wp-content/uploads/2023/12/Cap-Blog-22.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/wp-content/uploads/2023/12/Cap-Blog-22.jpg	(from https://www.capanicus.com/)
09:15:14	141882/141882	---M--	200	added ('OK')	image/jpeg	etag:%2222a3a-60cd7a3c2b41a%22	https://www.capanicus.com/blog/wp-content/uploads/2023/12/Cap-Blog-21-1.jpg	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/wp-content/uploads/2023/12/Cap-Blog-21-1.jpg	(from https://www.capanicus.com/)
09:15:14	324419/324419	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:45:09%20GMT	https://www.capanicus.com/blog/user-centric-approach-to-e-learning-platform-development/	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/user-centric-approach-to-e-learning-platform-development/index.html	(from https://www.capanicus.com/)
09:15:14	318048/318048	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:45:09%20GMT	https://www.capanicus.com/blog/revolutionize-your-business-with-ai-and-machine-learning-application-development-services/	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/revolutionize-your-business-with-ai-and-machine-learning-application-development-services/index.html	(from https://www.capanicus.com/)
09:15:14	1689/1689	---M--	200	added ('OK')	image/png	etag:%22699-5daca47338f07%22	https://www.capanicus.com/images/upwork.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/upwork.png	(from https://www.capanicus.com/)
09:15:15	320790/320790	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2003:45:10%20GMT	https://www.capanicus.com/blog/explore-the-benefits-of-custom-web-application-development-services-for-your-business/	C:/My%20Web%20Sites/dailzer/www.capanicus.com/blog/explore-the-benefits-of-custom-web-application-development-services-for-your-business/index.html	(from https://www.capanicus.com/)
09:15:15	2225/2225	---M--	200	added ('OK')	image/png	etag:%228b1-5daca4751679d%22	https://www.capanicus.com/images/Clutch-logo.png	C:/My%20Web%20Sites/dailzer/www.capanicus.com/images/Clutch-logo.png	(from https://www.capanicus.com/)
